Viewing ID,Viewer ID,Pulse Permissions,Role,User Email,Start time,Start date,Sign up status,Finish time,Finish date,Geolocation,Accepted terms,Consent analytics,Completion percentage,Position,Language,Viewing path,Offline,Distribution,Points,"In a typical week, how physically active are you? (range)",Which types of sport do you take part in most often? (pickMany),What do you enjoy most about sport? (pickOne),Playing sport or being active helps me… - connect with people different from me (matrix),Playing sport or being active helps me… - feel more confident in myself (matrix),Playing sport or being active helps me… - feel like I belong (matrix),Playing sport or being active helps me… - deal with challenges in life (matrix),Playing sport or being active helps me… - stay calm when things get hard (matrix),Playing sport or being active helps me… - care more about the planet (matrix),Playing sport or being active helps me… - feel connected to nature (matrix),Playing sport or being active helps me… - believe I can make a difference (matrix),Does sport influence how hopeful you feel about your life? (range),How important is sport to supporting your mental well-being? (rating),Which skills are you developing through sport? (decision - No),Which skills are you developing through sport? (decision - ),Which skills are you developing through sport? (decision - Yes),"When things go wrong in your life, how confident are you that you can bounce back? (netPromoter)",How easy is it for you to access sport where you live? (range),What makes it difficult for you to take part in sport regularly? (pickOne),Adults involved in sport... (decision - No),Adults involved in sport... (decision - ),Adults involved in sport... (decision - Yes),Do events like the World Cup make you feel more connected to your local community? (pickOne),What would help more young people take part in sport where you live? (pickMany),Do you feel your voice is heard when decisions are made about sport in your community? (range),When were you born? (age),What country do you live in? (location),What gender do you identify as? (gender),"In a typical week, how physically active are you? dwell time",Which types of sport do you take part in most often? dwell time,What do you enjoy most about sport? dwell time,Playing sport or being active helps me… dwell time,Does sport influence how hopeful you feel about your life? dwell time,How important is sport to supporting your mental well-being? dwell time,Which skills are you developing through sport? dwell time,"When things go wrong in your life, how confident are you that you can bounce back? dwell time",How easy is it for you to access sport where you live? dwell time,What makes it difficult for you to take part in sport regularly? dwell time,Adults involved in sport... dwell time,Do events like the World Cup make you feel more connected to your local community? dwell time,What would help more young people take part in sport where you live? dwell time,Do you feel your voice is heard when decisions are made about sport in your community? dwell time,When were you born? dwell time,What country do you live in? dwell time,What gender do you identify as? dwell time,Transcriptions,Device type,Browser
QF-qIpTKe9Q,QF-qIoknODc,false,Anonymous,Guest,01:59:39 PM,29/05/2026,false,01:59:39 PM,29/05/2026,"",true,true,52.63,10/19,en,"[""1"", ""2"", ""3"", ""4"", 5, 6, 7, 8, 9, 10]",false,"",9,2+ hours a week,Informal play with friends ||| Gym or exercise,Spending time with friends,4,2,4,3,5,5,1,2,"Yes, a lot",Quite important,"[""Confidence ||| Leadership ||| Problem-solving ||| Focus ||| Teamwork""]",[],"[""Speaking up ||| Social Connections ||| Handling stress""]",Confident,Very easy,"",[],[],[],"","","","","","",2,2,2,8,2,3,10,3,2,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QF-sTmCosjU,QF-sTk_a7cY,false,Anonymous,Guest,02:07:13 PM,29/05/2026,false,02:07:13 PM,29/05/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,2+ hours a week,Community sport club ||| Informal play with friends ||| Gym or exercise,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QGAXXBSWS0o,QGAXXAjoPuA,false,Anonymous,Guest,02:51:48 PM,29/05/2026,false,02:51:48 PM,29/05/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",34,2+ hours a week,Informal play with friends ||| Gym or exercise,Feeling healthy or strong,2,1,5,4,3,5,2,4,"Yes, a lot",Very important,[],[],"[""Teamwork ||| Leadership ||| Social Connections ||| Handling stress ||| Problem-solving ||| Confidence ||| Focus ||| Speaking up""]",Very confident,Very difficult,School or work pressure,[],[],"[""positively influence my experience ||| help me feel more confident ||| make me feel comfortable asking them for help ||| help create safe environments ||| make me feel included""]",Not really,Fun social activities ||| Supportive coaches ||| Free or low-cost activities,Always,2026-06-01,England,Male,8,15,10,45,9,6,18,6,5,6,13,7,12,8,0,0,0,"",Desktop,Chrome 148.0
QGCaZH_cjJk,QGCaZHV9hI8,false,Anonymous,Guest,05:13:57 PM,29/05/2026,false,05:13:57 PM,29/05/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",33,2+ hours a week,Gym or exercise,Feeling confident,5,5,5,5,5,2,2,2,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Leadership ||| Focus ||| Handling stress ||| Speaking up ||| Social Connections ||| Confidence ||| Teamwork""]",Very confident,Quite easy,"",[],[],"[""make me feel comfortable asking them for help ||| help create safe environments ||| positively influence my experience ||| help me feel more confident ||| make me feel included""]","Yes, a lot",Feeling welcome ||| Free or low-cost activities ||| Better places to play,Rarely,1994-02-01,"New York City, United States",Female,7,7,6,31,5,4,27,7,5,0,9,5,17,6,0,0,0,"",Desktop,Chrome 148.0
QF-79pwxOkE,QF-79pLA5vY,false,Anonymous,Guest,06:12:25 PM,29/05/2026,false,06:12:25 PM,29/05/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",34,About 1–2 hours a week,Dance or movement ||| Informal play with friends,Having fun,5,4,2,3,3,3,4,2,"Yes, a lot",Quite important,"[""Handling stress ||| Leadership ||| Speaking up""]",[],"[""Problem-solving ||| Social Connections ||| Focus ||| Confidence ||| Teamwork""]",Very confident,Very difficult,Other (please share) [XYZ],"[""make me feel included""]",[],"[""help me feel more confident ||| positively influence my experience ||| help create safe environments ||| make me feel comfortable asking them for help""]",Not really,More choice in activities ||| Free or low-cost activities ||| Feeling welcome,Never,2003-05-15,Canada,Non-binary,14,121,38,75,14,13,19,11,9,13,154,8,23,7,0,0,0,"",Desktop,Chrome 145.0
QGD8j_QWQxM,QGD8j9iu6hg,false,Anonymous,Guest,06:58:10 PM,29/05/2026,false,06:58:10 PM,29/05/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QGD9A7MPDvc,QGD9A6lJ7jM,false,Anonymous,Guest,07:03:02 PM,29/05/2026,false,07:03:02 PM,29/05/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",33,2+ hours a week,Dance or movement ||| Gym or exercise,Feeling confident,4,4,3,4,4,3,3,4,Sometimes,Quite important,[],[],"[""Focus ||| Social Connections ||| Teamwork ||| Handling stress ||| Speaking up ||| Problem-solving ||| Confidence ||| Leadership""]",Confident,Quite easy,"",[],[],"[""help create safe environments ||| help me feel more confident ||| make me feel comfortable asking them for help ||| positively influence my experience ||| make me feel included""]","Yes, a lot",More choice in activities ||| Feeling welcome ||| Better places to play,Often,1995-01-10,"New York City, United States",Female,6,9,19,27,5,23,13,6,5,0,12,4,41,9,0,0,0,"",Mobile,Safari 604.1
QGEPCVBFlcE,QGEPCTODg-k,false,Anonymous,Guest,07:18:30 PM,29/05/2026,false,07:18:30 PM,29/05/2026,"",true,true,31.58,6/19,en,"[1, 2, 3, 4, 5, 6]",false,"",5,About 1–2 hours a week,Community sport club ||| Informal play with friends,Relaxing or reducing stress,5,1,5,5,5,5,5,5,Sometimes,"",[],[],[],"","","",[],[],[],"","","","","","",3,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 145.0
QGHSH03uBYk,QGHSH0JCr3w,false,Anonymous,Guest,10:52:45 PM,29/05/2026,false,"","","",true,false,"","",en,"",false,"",8,About 30–60 minutes a week,Online/virtual fitness ||| Gym or exercise,Relaxing or reducing stress,3,1,2,2,5,4,5,4,Sometimes,Quite important,[],[],"[""Speaking up ||| Teamwork ||| Confidence ||| Handling stress ||| Leadership ||| Problem-solving ||| Focus ||| Social Connections""]",Very confident,"","",[],[],[],"","","","","","",7,11,11,31,8,5,12,7,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 148.0
QG65uHq8fz4,QG65uHJIspk,false,Anonymous,Guest,11:05:56 AM,01/06/2026,false,11:05:56 AM,01/06/2026,"",true,true,78.95,15/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]",false,"",13,2+ hours a week,Online/virtual fitness,Spending time with friends,3,1,1,3,3,4,2,3,"Yes, a lot",Very important,"[""Speaking up ||| Focus ||| Handling stress ||| Teamwork""]",[],"[""Leadership ||| Confidence ||| Social Connections ||| Problem-solving""]",Very confident,Very easy,"",[],[],"[""help create safe environments ||| make me feel comfortable asking them for help ||| positively influence my experience ||| help me feel more confident ||| make me feel included""]","Yes, a lot",More choice in activities ||| Feeling welcome ||| Supportive coaches,Always,"","","",11,19,66,86,14,29,12,5,4,0,62,3,5,3,0,0,0,"",Desktop,Chrome 148.0
QHDdnPZIjqU,QHDdnOmyEp0,false,Anonymous,Guest,08:58:44 PM,01/06/2026,false,08:58:44 PM,01/06/2026,"",true,true,36.84,7/19,en,"[1, 2, 3, 4, 5, 6, 7]",false,"",6,Less than 30 minutes a week,Online/virtual fitness ||| Gym or exercise,Learning new skills,3,2,5,3,1,3,3,3,"Yes, a lot",Quite important,[],[],[],"","","",[],[],[],"","","","","","",7,5,4,8,7,3,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 145.0
QHFB4UOjpEg,QHFB4TsrF34,false,Anonymous,Guest,10:47:40 PM,01/06/2026,false,10:47:40 PM,01/06/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,2+ hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QHFRhpfBbjU,QHFRhpDx3WI,false,Anonymous,Guest,11:06:16 PM,01/06/2026,false,11:06:16 PM,01/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",33,2+ hours a week,Informal play with friends ||| Gym or exercise ||| Community sport club,Being part of a team,3,5,2,3,4,1,5,4,"Yes, a lot",Very important,"[""Teamwork ||| Problem-solving ||| Focus""]",[],"[""Handling stress ||| Leadership ||| Speaking up ||| Social Connections ||| Confidence""]",Very confident,Very easy,"","[""make me feel comfortable asking them for help ||| help me feel more confident""]",[],"[""positively influence my experience ||| help create safe environments ||| make me feel included""]",Not really,Supportive coaches ||| Free or low-cost activities ||| Better places to play,Always,2026-04-01,England,Non-binary,3,3,3,8,11,4,11,4,3,0,11,5,3,5,0,0,0,"",Mobile,Safari 604.1
QHFT2Xd8srI,QHFT2W4rUvw,false,Anonymous,Guest,11:16:31 PM,01/06/2026,false,11:16:31 PM,01/06/2026,"",true,true,94.74,18/19,en,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""12"", ""13"", ""14"", ""15"", ""16"", 17, 18]",false,"",33,2+ hours a week,Dance or movement ||| Informal play with friends ||| Gym or exercise,Relaxing or reducing stress,3,1,5,3,2,4,1,2,"Yes, a lot",Quite important,"[""Speaking up ||| Leadership ||| Problem-solving ||| Teamwork""]",[],"[""Confidence ||| Focus ||| Social Connections ||| Handling stress""]",Somewhat confident,Very easy,"","[""help create safe environments ||| make me feel comfortable asking them for help""]",[],"[""make me feel included ||| help me feel more confident ||| positively influence my experience""]",A little,Fun social activities ||| Supportive coaches ||| Feeling welcome,Always,2026-07-01,England,Other,3,3,3,9,4,4,10,4,3,0,10,3,5,4,0,0,0,"",Desktop,Chrome 148.0
QHXwawS3A8Q,QHXwav3yIuY,false,Anonymous,Guest,08:44:04 PM,02/06/2026,false,08:44:04 PM,02/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Informal play with friends ||| Gym or exercise ||| Community sport club,Learning new skills,4,1,2,2,3,5,5,3,"Yes, a lot",Very important,"[""Social Connections ||| Leadership ||| Confidence ||| Teamwork""]",[],"[""Focus ||| Handling stress ||| Speaking up ||| Problem-solving""]",Very confident,Very easy,"","[""help create safe environments ||| make me feel comfortable asking them for help""]",[],"[""help me feel more confident ||| positively influence my experience ||| make me feel included""]",A little,Fun social activities ||| Supportive coaches ||| Feeling welcome,Always,2026-08-01,Algeria,Non-binary,4,3,3,9,4,3,11,5,4,0,11,3,5,3,0,0,0,"",Desktop,Chrome 148.0
QHYzSXjNzWo,QHYzSXHxrsM,false,Anonymous,Guest,09:51:05 PM,02/06/2026,false,09:51:05 PM,02/06/2026,"",true,true,94.74,18/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18]",false,"",13,2+ hours a week,Informal play with friends ||| Gym or exercise ||| Dance or movement,Learning new skills,3,3,5,3,2,1,5,4,"Yes, a lot",Very important,"[""Speaking up ||| Leadership ||| Confidence ||| Focus""]",[],"[""Problem-solving ||| Teamwork ||| Handling stress ||| Social Connections""]",Slightly confident,Very easy,"","[""make me feel included ||| help me feel more confident""]",[],"[""positively influence my experience ||| make me feel comfortable asking them for help ||| help create safe environments""]",Not sure,Feeling welcome ||| Fun social activities ||| Supportive coaches,Always,2026-03-01,Central African Republic,Prefer not to say,3,3,3,8,4,4,11,3,3,0,7,3,3,4,0,0,0,"",Desktop,Chrome 148.0
QHY7oHUEcGg,QHY7oG2GgV8,false,Anonymous,Guest,09:59:41 PM,02/06/2026,false,09:59:41 PM,02/06/2026,"",true,true,36.84,7/19,en,"[1, 2, 3, 4, 5, 6, 7]",false,"",6,About 1–2 hours a week,Informal play with friends ||| Community sport club,Being part of a team,5,3,2,2,5,4,1,2,Sometimes,Very important,[],[],[],"","","",[],[],[],"","","","","","",4,15,3,9,3,14,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QHZBLCWpfZg,QHZBLB3R5ZE,false,Anonymous,Guest,10:16:24 PM,02/06/2026,false,10:16:24 PM,02/06/2026,"",true,true,52.63,10/19,en,"[""1"", ""2"", ""3"", ""4"", 5, 6, 7, 8, 9, 10]",false,"",9,About 1–2 hours a week,Community sport club ||| Informal play with friends ||| Gym or exercise,Spending time with friends,"","","",3,"","",3,3,"Yes, a lot",Quite important,"[""Problem-solving""]",[],"[""Confidence ||| Teamwork ||| Leadership ||| Handling stress ||| Social Connections ||| Speaking up ||| Focus""]",Very confident,Very easy,"",[],[],[],"","","","","","",34,3,5,308,3,261,14,3,6,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QHZzEaRjCMo,QHZzEZj9IsM,false,Anonymous,Guest,11:00:19 PM,02/06/2026,false,"","","",true,false,"","",en,"",false,"",8,2+ hours a week,Online/virtual fitness,Spending time with friends,4,3,5,3,3,2,1,4,Not at all,Neutral,[],[],"[""Teamwork ||| Social Connections ||| Handling stress ||| Focus ||| Leadership ||| Speaking up ||| Problem-solving ||| Confidence""]",Very confident,"","",[],[],[],"","","","","","",8,4,3,13,6,3,12,5,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 148.0
QHaNsBtNAq8,QHaNsA7HXFo,false,Anonymous,Guest,11:28:51 PM,02/06/2026,false,11:28:51 PM,02/06/2026,"",true,true,31.58,6/19,en,"[1, 2, 3, 4, 5, 6]",false,"",5,About 1–2 hours a week,Dance or movement,Learning new skills,3,3,3,3,3,3,3,3,Sometimes,"",[],[],[],"","","",[],[],[],"","","","","","",3,3,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QHgwSojdEjo,QHgwSnwrsQw,false,Anonymous,Guest,07:11:01 AM,03/06/2026,false,07:11:01 AM,03/06/2026,"",true,true,78.95,15/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15]",false,"",13,2+ hours a week,Community sport club ||| Gym or exercise,Feeling healthy or strong,3,3,3,5,5,4,4,5,"Yes, a lot",Very important,[],[],"[""Confidence ||| Leadership ||| Teamwork ||| Problem-solving ||| Focus ||| Speaking up ||| Social Connections ||| Handling stress""]",Very confident,Very easy,"",[],[],"[""help create safe environments ||| help me feel more confident ||| make me feel comfortable asking them for help ||| make me feel included ||| positively influence my experience""]",A little,More choice in activities ||| Free or low-cost activities ||| Supportive coaches,Rarely,"","","",18,46,17,57,6,8,25,21,11,0,24,5,25,14,0,0,0,"",Mobile,Safari 604.1
QHmKMiKbqpE,QHmKMhjU8VU,false,Anonymous,Guest,01:23:38 PM,03/06/2026,false,01:23:38 PM,03/06/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QHmTTq7ZHFI,QHmTTqKsjU0,false,Anonymous,Guest,01:33:37 PM,03/06/2026,false,01:33:38 PM,03/06/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,About 1–2 hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QHmlXF6oF-Y,QHmlXFYcKfo,false,Anonymous,Guest,01:54:51 PM,03/06/2026,false,"","","",true,false,"","",en,"",false,"",13,2+ hours a week,Dance or movement,Having fun,3,5,2,3,4,5,1,2,"Yes, a lot",Neutral,[],[],"[""Focus ||| Social Connections ||| Problem-solving ||| Speaking up ||| Confidence ||| Leadership ||| Teamwork ||| Handling stress""]",Very confident,Very easy,"",[],[],"[""help me feel more confident ||| make me feel included ||| positively influence my experience ||| help create safe environments ||| make me feel comfortable asking them for help""]",Not really,Fun social activities ||| Feeling welcome ||| Better places to play,Always,"","","",8,3,5,10,6,3,12,4,3,0,9,4,5,4,0,0,0,"",Desktop,Edge 148.0
QHozXkY6Gmk,QHozXjyIGY0,false,Anonymous,Guest,04:28:31 PM,03/06/2026,false,04:28:31 PM,03/06/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 148.0
QHo22VK_ZxE,QHo22Uknu2U,false,Anonymous,Guest,04:33:20 PM,03/06/2026,false,04:33:20 PM,03/06/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,About 30–60 minutes a week,Dance or movement,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 148.0
QHoz3nxcrM0,QHoz3nJtyes,false,Anonymous,Guest,04:33:55 PM,03/06/2026,false,04:33:55 PM,03/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise,Relaxing or reducing stress,3,5,3,5,5,3,3,3,"Yes, a lot",Very important,"[""Speaking up""]",[],"[""Focus ||| Teamwork ||| Social Connections ||| Problem-solving ||| Leadership ||| Handling stress ||| Confidence""]",Confident,Quite easy,"","[""make me feel comfortable asking them for help ||| positively influence my experience ||| help me feel more confident ||| make me feel included""]",[],"[""help create safe environments""]",A little,More choice in activities ||| Free or low-cost activities ||| Better places to play,Always,1994-12-01,Brazil,Female,9,8,33,42,7,4,19,15,7,0,17,5,17,5,0,0,0,"",Desktop,Edge 148.0
QHmsIMNGsXU,QHmsILVk2pY,false,Anonymous,Guest,04:36:46 PM,03/06/2026,false,04:36:46 PM,03/06/2026,"",true,true,89.47,17/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17]",false,"",13,About 1–2 hours a week,Dance or movement ||| Gym or exercise,Spending time with friends,5,2,4,3,5,3,3,3,Sometimes,Neutral,"[""Speaking up ||| Focus""]",[],"[""Social Connections ||| Confidence ||| Leadership ||| Teamwork ||| Problem-solving ||| Handling stress""]",Confident,Quite easy,"",[],[],"[""make me feel comfortable asking them for help ||| positively influence my experience ||| make me feel included ||| help create safe environments ||| help me feel more confident""]",A little,Fun social activities ||| Supportive coaches ||| Better places to play,Always,1993-05-01,"Palestine, State of","",7,4,3,11,3,3,12,6,3,0,11,5,11,4,0,0,0,"",Desktop,Chrome 145.0
QHpe7RM523I,QHpe7QcW1IM,false,Anonymous,Guest,05:57:22 PM,03/06/2026,false,05:57:22 PM,03/06/2026,"",true,true,91.67,44/48,en,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", 11, 12, 43, 44]",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","",2026-03-01,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 148.0
QHozcYiwanE,QHozcYA2PYU,false,Anonymous,Guest,06:07:12 PM,03/06/2026,false,06:07:13 PM,03/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,Less than 30 minutes a week,I don’t regularly take part,Relaxing or reducing stress,3,1,2,5,4,3,2,1,Sometimes,Very important,[],[],"[""Speaking up ||| Confidence ||| Teamwork ||| Leadership ||| Social Connections ||| Handling stress ||| Problem-solving ||| Focus""]",Very confident,Quite easy,"",[],[],"[""make me feel comfortable asking them for help ||| make me feel included ||| positively influence my experience ||| help create safe environments ||| help me feel more confident""]",A little,Better places to play ||| More choice in activities ||| Fun social activities,Never,2002-09-01,Brazil,Female,5652,10,11,25,12,4,20,10,15,0,16,18,50,8,0,0,0,"",Desktop,Edge 148.0
QHr32Rwcguw,QHr32RP4sCE,false,Anonymous,Guest,08:04:29 PM,03/06/2026,false,08:04:29 PM,03/06/2026,"",true,true,94.74,18/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18]",false,"",13,2+ hours a week,Gym or exercise ||| Dance or movement,Learning new skills,3,5,4,3,2,1,5,4,"Yes, a lot",Quite important,"[""Focus ||| Speaking up ||| Leadership ||| Teamwork""]",[],"[""Problem-solving ||| Confidence ||| Handling stress ||| Social Connections""]",Very confident,Very easy,"","[""make me feel comfortable asking them for help ||| help me feel more confident ||| positively influence my experience""]",[],"[""help create safe environments ||| make me feel included""]","Yes, a lot",Supportive coaches ||| Free or low-cost activities ||| Better places to play,Always,2026-04-01,Albania,Non-binary,3,2,3,7,3,3,12,4,2,0,7,3,6,5,0,0,0,"",Desktop,Chrome 148.0
QH7pqxd3DRM,QH7pqw35dJI,false,Anonymous,Guest,02:30:32 PM,04/06/2026,false,02:30:32 PM,04/06/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Mozilla 5.0
QH7s4w8e9Y8,QH7s4wm_f8w,false,Anonymous,Guest,02:36:48 PM,04/06/2026,false,02:36:48 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,About 1–2 hours a week,Dance or movement ||| Gym or exercise,Relaxing or reducing stress,3,4,3,4,4,3,3,4,Sometimes,Neutral,[],[],"[""Social Connections ||| Speaking up ||| Confidence ||| Handling stress ||| Teamwork ||| Leadership ||| Problem-solving ||| Focus""]",Confident,Difficult,Cost,"[""help me feel more confident ||| make me feel included""]",[],"[""positively influence my experience ||| help create safe environments ||| make me feel comfortable asking them for help""]",A little,Supportive coaches ||| Better places to play ||| Free or low-cost activities,Often,2002-05-01,Cameroon,Male,28,22,31,47,10,8,25,21,12,30,31,12,28,9,0,0,0,"",Mobile,Chrome 148.0
QH76KwylX2o,QH76KwZnbMY,false,Anonymous,Guest,02:47:08 PM,04/06/2026,false,02:47:08 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 1–2 hours a week,Gym or exercise ||| Dance or movement,Being part of a team,1,4,5,4,2,3,4,5,"Yes, a lot",Quite important,[],[],"[""Teamwork ||| Focus ||| Social Connections ||| Confidence ||| Problem-solving ||| Speaking up ||| Handling stress ||| Leadership""]",Somewhat confident,Quite easy,"","[""make me feel comfortable asking them for help""]",[],"[""help create safe environments ||| make me feel included ||| help me feel more confident ||| positively influence my experience""]","Yes, a lot",Free or low-cost activities ||| More choice in activities ||| Supportive coaches,Always,1999-03-01,Canada,Female,12,12,14,23,8,5,22,9,8,0,23,5,13,5,0,0,0,"",Mobile,Safari 604.1
QH75r5XVq34,QH75r4_N7vs,false,Anonymous,Guest,02:47:57 PM,04/06/2026,false,02:47:57 PM,04/06/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Community sport club ||| Informal play with friends ||| Physical education (PE) or school sport,Competing,4,3,2,5,5,4,4,5,Sometimes,Quite important,[],[],"[""Leadership ||| Problem-solving ||| Speaking up ||| Social Connections ||| Handling stress ||| Confidence ||| Teamwork ||| Focus""]",Confident,Quite easy,"","[""help me feel more confident ||| make me feel comfortable asking them for help""]",[],"[""positively influence my experience ||| make me feel included ||| help create safe environments""]",A little,Free or low-cost activities ||| Better places to play ||| Supportive coaches,Often,2010-09-01,Pakistan,Female,12,14,12,32,6,6,18,8,4,0,17,5,15,19,0,0,0,"",Desktop,Chrome 148.0
QH7_xbKHlUc,QH7_xa12WBg,false,Anonymous,Guest,02:50:36 PM,04/06/2026,false,"","","",true,false,"","",en,"",false,"",4,2+ hours a week,Community sport club ||| Online/virtual fitness ||| Physical education (PE) or school sport,Feeling confident,4,4,4,4,4,4,4,4,"","",[],[],[],"","","",[],[],[],"","","","","","",15,27,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QH8G9ajf7lE,QH8G9Z7u7_o,false,Anonymous,Guest,03:00:49 PM,04/06/2026,false,03:00:49 PM,04/06/2026,"",true,true,52.63,10/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",false,"",9,Less than 30 minutes a week,I don’t regularly take part,Having fun,5,4,3,5,5,5,5,4,Sometimes,Quite important,"[""Speaking up""]",[],"[""Focus ||| Social Connections ||| Problem-solving ||| Teamwork ||| Handling stress ||| Confidence ||| Leadership""]",Confident,Quite easy,"",[],[],[],"","","","","","",17,12,16,59,7,4,20,7,5,0,0,0,0,0,0,0,0,"",Mobile,Chrome 148.0
QH8TQw_1rjY,QH8TQwdc_lw,false,Anonymous,Guest,03:13:43 PM,04/06/2026,false,03:13:43 PM,04/06/2026,"",true,true,47.37,9/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",false,"",8,2+ hours a week,Community sport club,Feeling confident,5,5,5,5,5,5,5,5,"Yes, a lot",Quite important,[],[],"[""Teamwork ||| Handling stress ||| Confidence ||| Social Connections ||| Speaking up ||| Focus ||| Leadership ||| Problem-solving""]",Confident,"","",[],[],[],"","","","","","",31,15,10,28,7,10,13,12,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 148.0
