Viewing ID,Viewer ID,Pulse Permissions,Role,User Email,Start time,Start date,Sign up status,Finish time,Finish date,Geolocation,Accepted terms,Consent analytics,Completion percentage,Position,Language,Viewing path,Offline,Distribution,Points,"In a typical week, how physically active are you? (range)",Which types of sport do you take part in most often? (pickMany),What do you enjoy most about sport? (pickOne),Playing sport or being active helps me… - connect with people different from me (matrix),Playing sport or being active helps me… - feel more confident in myself (matrix),Playing sport or being active helps me… - feel like I belong (matrix),Playing sport or being active helps me… - deal with challenges in life (matrix),Playing sport or being active helps me… - stay calm when things get hard (matrix),Playing sport or being active helps me… - care more about the planet (matrix),Playing sport or being active helps me… - feel connected to nature (matrix),Playing sport or being active helps me… - believe I can make a difference (matrix),Does sport influence how hopeful you feel about your life? (range),How important is sport to supporting your mental well-being? (rating),Which skills are you developing through sport? (decision - No),Which skills are you developing through sport? (decision - ),Which skills are you developing through sport? (decision - Yes),"When things go wrong in your life, how confident are you that you can bounce back? (netPromoter)",How easy is it for you to access sport where you live? (range),What makes it difficult for you to take part in sport regularly? (pickOne),Adults involved in sport... (decision - No),Adults involved in sport... (decision - ),Adults involved in sport... (decision - Yes),Do events like the World Cup make you feel more connected to your local community? (pickOne),What would help more young people take part in sport where you live? (pickMany),Do you feel your voice is heard when decisions are made about sport in your community? (range),When were you born? (age),What country do you live in? (location),What gender do you identify as? (gender),"In a typical week, how physically active are you? dwell time",Which types of sport do you take part in most often? dwell time,What do you enjoy most about sport? dwell time,Playing sport or being active helps me… dwell time,Does sport influence how hopeful you feel about your life? dwell time,How important is sport to supporting your mental well-being? dwell time,Which skills are you developing through sport? dwell time,"When things go wrong in your life, how confident are you that you can bounce back? dwell time",How easy is it for you to access sport where you live? dwell time,What makes it difficult for you to take part in sport regularly? dwell time,Adults involved in sport... dwell time,Do events like the World Cup make you feel more connected to your local community? dwell time,What would help more young people take part in sport where you live? dwell time,Do you feel your voice is heard when decisions are made about sport in your community? dwell time,When were you born? dwell time,What country do you live in? dwell time,What gender do you identify as? dwell time,Transcriptions,Device type,Browser
QRTrOB_p3lI,QRTrOBU7zLk,false,Anonymous,Guest,05:31:25 PM,03/07/2026,false,05:31:25 PM,03/07/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,"",3,2+ hours a week,Gym or exercise ||| Community sport club,Relaxing or reducing stress,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRTvIGq1ef4,QRTvIGIjRDw,false,Anonymous,Guest,05:37:00 PM,03/07/2026,false,05:37:00 PM,03/07/2026,"",true,true,31.58,6/19,en,"[1, 2, 3, 4, 5, 6]",false,"",5,Less than 30 minutes a week,Informal play with friends ||| Physical education (PE) or school sport ||| Community sport club,Learning new skills,5,5,4,5,5,5,5,5,"Yes, a lot","",[],[],[],"","","",[],[],[],"","","","","","",16,30,14,52,9,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QRTyAIvj4VQ,QRTyAIOJt9g,false,Anonymous,Guest,05:39:49 PM,03/07/2026,false,05:39:49 PM,03/07/2026,"",true,true,26.32,5/19,en,"[1, 2, 3, 4, 5]",false,"",4,I’m not active at the moment,Gym or exercise,Feeling confident,3,3,3,3,3,3,3,3,"","",[],[],[],"","","",[],[],[],"","","","","","",12,12,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QRTvXqvttIc,QRTvXqS_paU,false,Anonymous,Guest,05:41:30 PM,03/07/2026,false,05:41:30 PM,03/07/2026,"",true,false,"","",en,"",false,"",15,2+ hours a week,Gym or exercise,Feeling healthy or strong,5,5,5,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Focus ||| Leadership ||| Confidence ||| Handling stress ||| Teamwork ||| Speaking up ||| Social Connections""]",Very confident,Difficult,Cost,[],[],"[""make me feel comfortable asking them for help ||| help create safe environments ||| positively influence my experience ||| make me feel included ||| help me feel more confident""]","Yes, a lot",Free or low-cost activities ||| More choice in activities ||| Feeling welcome,Always,2006-05-01,United States,Female,7,8,114,16,11,8,14,4,5,5,16,6,52,3,0,0,0,"",Mobile,Chrome 136.0
QRUBmph6fp0,QRUBmoxIl_8,false,Anonymous,Guest,06:21:07 PM,03/07/2026,false,06:21:08 PM,03/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,About 1–2 hours a week,Informal play with friends,Being part of a team,5,5,5,5,5,5,5,5,"Yes, a lot",Quite important,[],[],"[""Problem-solving ||| Handling stress ||| Focus ||| Leadership ||| Speaking up ||| Confidence ||| Social Connections ||| Teamwork""]",Very confident,Difficult,Cost,[],[],"[""help me feel more confident ||| make me feel included ||| help create safe environments ||| positively influence my experience ||| make me feel comfortable asking them for help""]",A little,Better places to play ||| Fun social activities ||| Free or low-cost activities,Rarely,2009-12-01,Kenya,Male,26,33,60,63,36,13,52,37,18,131,47,16,43,31,0,0,0,"",Desktop,Chrome 150.0
QRUT8Ero8lo,QRUT8C1SoHg,false,Anonymous,Guest,06:22:14 PM,03/07/2026,false,06:22:14 PM,03/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise,Relaxing or reducing stress,5,5,5,5,4,5,5,5,"Yes, a lot",Very important,[],[],"[""Social Connections ||| Leadership ||| Speaking up ||| Teamwork ||| Problem-solving ||| Focus ||| Confidence ||| Handling stress""]",Very confident,Very easy,"",[],[],"[""make me feel included ||| help me feel more confident ||| positively influence my experience ||| make me feel comfortable asking them for help ||| help create safe environments""]",A little,Free or low-cost activities ||| More choice in activities ||| Better places to play,Always,1985-12-01,Panama,Male,6,27,17,42,15,12,69,17,6,0,36,40,44,9,0,0,0,"",Desktop,Edge 149.0
QRUbvm9WgKA,QRUbvmehkV0,false,Anonymous,Guest,06:24:33 PM,03/07/2026,false,"","","",true,false,"","",en,"",false,"",3,About 30–60 minutes a week,Dance or movement,Having fun,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QRUm1XPvdbU,QRUm1WmKXa4,false,Anonymous,Guest,06:36:01 PM,03/07/2026,false,06:36:01 PM,03/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 149.0
QRU8ud5IPPw,QRU8udSRyYM,false,Anonymous,Guest,07:00:20 PM,03/07/2026,false,07:00:20 PM,03/07/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,"",3,About 30–60 minutes a week,Physical education (PE) or school sport ||| Gym or exercise,Feeling healthy or strong,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",9,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRVNnWAcQ68,QRVNnVGA-qM,false,Anonymous,Guest,07:21:56 PM,03/07/2026,false,07:21:56 PM,03/07/2026,"",true,false,"","",en,"",false,"",14,2+ hours a week,Physical education (PE) or school sport ||| Informal play with friends ||| Gym or exercise,Feeling healthy or strong,5,5,5,3,3,4,5,5,Sometimes,Quite important,"[""Speaking up""]",[],"[""Teamwork ||| Focus ||| Leadership ||| Handling stress ||| Problem-solving ||| Confidence ||| Social Connections""]",Slightly confident,Very easy,"",[],[],"[""help me feel more confident ||| make me feel included ||| make me feel comfortable asking them for help ||| positively influence my experience ||| help create safe environments""]","Yes, a lot",Free or low-cost activities ||| Feeling welcome ||| Fun social activities,Rarely,1997-03-01,Bosnia and Herzegovina,Male,15,18,14,30,8,6,19,11,6,0,24,7,13,14,0,0,0,"",Mobile,Chrome 143.0
QRVX9QrMpNc,QRVX9P2tHJc,false,Anonymous,Guest,07:29:23 PM,03/07/2026,false,07:29:23 PM,03/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRV5Gy53Iyk,QRV5GyECeRc,false,Anonymous,Guest,08:05:44 PM,03/07/2026,false,08:05:44 PM,03/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRV0Hd9Zfvo,QRV0HclIwFI,false,Anonymous,Guest,08:08:35 PM,03/07/2026,false,08:08:35 PM,03/07/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,Less than 30 minutes a week,Dance or movement,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRWB1SilT8g,QRWB1SAvdFs,false,Anonymous,Guest,08:24:07 PM,03/07/2026,false,08:24:08 PM,03/07/2026,"",true,true,100.00,19/19,en,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", 16, 17, 18, 19]",false,"",15,Less than 30 minutes a week,Physical education (PE) or school sport,Competing,2,1,2,1,3,3,3,3,"Yes, a lot",Very important,[],[],"[""Teamwork ||| Leadership ||| Social Connections ||| Confidence ||| Problem-solving ||| Focus ||| Speaking up ||| Handling stress""]",Confident,Difficult,School or work pressure,[],[],"[""help create safe environments ||| make me feel included ||| positively influence my experience ||| help me feel more confident ||| make me feel comfortable asking them for help""]","Yes, a lot",Fun social activities ||| Free or low-cost activities ||| Better places to play,Rarely,2001-05-01,Uganda,Male,31,12,13,67,105,12,22,20,13,15,19,8,10,10,0,0,0,"",Desktop,Chrome 149.0
QRWQS_3F0Ts,QRWQS_MmXYI,false,Anonymous,Guest,08:33:24 PM,03/07/2026,false,"","","",true,false,"","",en,"",false,"",14,2+ hours a week,Gym or exercise,Feeling healthy or strong,1,3,1,3,3,1,4,1,Not at all,Quite important,"[""Teamwork ||| Social Connections""]",[],"[""Problem-solving ||| Speaking up ||| Focus ||| Confidence ||| Handling stress ||| Leadership""]",Confident,Very difficult,School or work pressure,"[""help me feel more confident ||| help create safe environments ||| make me feel comfortable asking them for help ||| make me feel included ||| positively influence my experience""]",[],[],Not at all,More choice in activities ||| Free or low-cost activities ||| Better places to play,Rarely,2009-01-01,Germany,Female,5,6,6,20,5,7,15,5,4,10,9,4,12,6,0,0,0,"",Mobile,Chrome 149.0
QRXDJcSenhs,QRXDJbpp59s,false,Anonymous,Guest,09:29:16 PM,03/07/2026,false,09:29:17 PM,03/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,About 1–2 hours a week,Dance or movement ||| I don’t regularly take part ||| Informal play with friends,Learning new skills,5,1,4,5,5,3,3,5,Not at all,Not important at all,"[""Problem-solving""]",[],"[""Confidence ||| Handling stress ||| Teamwork ||| Speaking up ||| Focus ||| Social Connections ||| Leadership""]",Very confident,Difficult,Lack of time,"[""make me feel comfortable asking them for help""]",[],"[""help create safe environments ||| make me feel included ||| help me feel more confident ||| positively influence my experience""]",A little,Free or low-cost activities ||| Better places to play ||| More choice in activities,Rarely,2009-05-01,Nigeria,Female,8,13,9,24,5,4,15,7,4,9,13,6,6,6,0,0,0,"",Mobile,Safari 604.1
QRXG3oAhW7U,QRXG3nmI27U,false,Anonymous,Guest,09:30:43 PM,03/07/2026,false,09:30:43 PM,03/07/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,2+ hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRX1W5iUBHA,QRX1W4y_D7A,false,Anonymous,Guest,10:29:01 PM,03/07/2026,false,10:29:01 PM,03/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise,Relaxing or reducing stress,3,5,4,5,5,5,5,5,"Yes, a lot",Very important,[],[],"[""Speaking up ||| Focus ||| Handling stress ||| Leadership ||| Social Connections ||| Teamwork ||| Confidence ||| Problem-solving""]",Very confident,Very easy,"",[],[],"[""help create safe environments ||| make me feel comfortable asking them for help ||| positively influence my experience ||| help me feel more confident ||| make me feel included""]","Yes, a lot",Free or low-cost activities ||| More choice in activities ||| Better places to play,Never,1989-08-01,South Africa,Male,23,23,25,47,15,15,30,16,14,0,22,12,63,16,0,0,0,"",Mobile,Chrome 137.0
QRbrI1qgHAA,QRbrI1C55sc,false,Anonymous,Guest,02:54:59 AM,04/07/2026,false,02:54:59 AM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Gym or exercise ||| Dance or movement ||| Physical education (PE) or school sport ||| Informal play with friends,Being part of a team,3,1,2,3,4,5,3,2,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Leadership ||| Speaking up ||| Social Connections ||| Focus ||| Confidence ||| Handling stress ||| Teamwork""]",Very confident,Quite easy,"",[],[],"[""help create safe environments ||| make me feel comfortable asking them for help ||| make me feel included ||| positively influence my experience ||| help me feel more confident""]",A little,Supportive coaches ||| Better places to play ||| Free or low-cost activities,Often,2007-10-01,India,Female,14,20,23,32,8,5,17,21,13,0,15,13,18,10,0,0,0,"",Mobile,Chrome 149.0
QRbtHWMXc9w,QRbtHVtfijg,false,Anonymous,Guest,02:57:15 AM,04/07/2026,false,02:57:15 AM,04/07/2026,"",true,false,"","",en,"",false,"",14,2+ hours a week,Informal play with friends ||| Community sport club,Having fun,5,3,5,3,3,5,5,2,"Yes, a lot",Very important,"[""Leadership ||| Teamwork""]",[],"[""Handling stress ||| Focus ||| Confidence ||| Social Connections ||| Speaking up ||| Problem-solving""]",Somewhat confident,Very easy,"","[""make me feel comfortable asking them for help ||| help me feel more confident""]",[],"[""positively influence my experience ||| help create safe environments ||| make me feel included""]",Not at all,Better places to play ||| Feeling welcome ||| More choice in activities,Never,2012-11-01,Singapore,Male,9,23,43,27,6,8,22,8,13,0,21,8,28,45,0,0,0,"",Mobile,Safari 604.1
QRb__ZcU6E8,QRb__YvyAxE,false,Anonymous,Guest,03:17:51 AM,04/07/2026,false,"","","",true,false,"","",en,"",false,"",2,About 1–2 hours a week,Physical education (PE) or school sport ||| Community sport club,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QRcvTxmwlY0,QRcvTw4_OeE,false,Anonymous,Guest,04:05:09 AM,04/07/2026,false,04:05:09 AM,04/07/2026,"",true,true,21.05,4/19,en,"[1, 2, 3, 4]",false,"",3,About 30–60 minutes a week,Dance or movement,Having fun,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",5,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRc22sTcCQc,QRc22rzn8RU,false,Anonymous,Guest,04:15:41 AM,04/07/2026,false,04:15:20 AM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Physical education (PE) or school sport ||| Informal play with friends,Having fun,4,4,5,4,3,5,5,4,Sometimes,Quite important,[],[],"[""Teamwork ||| Handling stress ||| Confidence ||| Speaking up ||| Social Connections ||| Leadership ||| Problem-solving ||| Focus""]",Confident,Very easy,"",[],[],"[""help me feel more confident ||| help create safe environments ||| make me feel included ||| make me feel comfortable asking them for help ||| positively influence my experience""]",A little,Fun social activities ||| More choice in activities ||| Better places to play,Always,2009-09-01,India,Male,6,12,10,29,5,5,12,7,4,0,10,6,11,6,0,0,0,"",Desktop,Chrome 149.0
QRd4Flivvkc,QRd4FkcDVyM,false,Anonymous,Guest,05:24:27 AM,04/07/2026,false,05:24:27 AM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QReAur-Yub4,QReAurZgwfg,false,Anonymous,Guest,05:33:13 AM,04/07/2026,false,05:33:13 AM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRe9u8pe-fQ,QRe9u76tJRU,false,Anonymous,Guest,06:43:44 AM,04/07/2026,false,06:43:44 AM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 30–60 minutes a week,Dance or movement,Having fun,5,5,5,5,5,5,5,5,Not at all,Very important,[],[],"[""Confidence ||| Focus ||| Social Connections ||| Teamwork ||| Speaking up ||| Leadership ||| Problem-solving ||| Handling stress""]",Very confident,Very easy,"",[],[],"[""make me feel comfortable asking them for help ||| help create safe environments ||| help me feel more confident ||| make me feel included ||| positively influence my experience""]",Not sure,Free or low-cost activities ||| Fun social activities ||| More choice in activities,Always,1995-03-01,Saudi Arabia,Female,12,7,13,37,8,8,22,6,10,0,18,11,23,14,0,0,0,"",Mobile,Chrome 147.0
QRfAuip7dHE,QRfAuiEZFek,false,Anonymous,Guest,06:44:27 AM,04/07/2026,false,06:44:27 AM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 147.0
QRgczSLFU5o,QRgczRfO7m8,false,Anonymous,Guest,08:23:51 AM,04/07/2026,false,"","","",true,false,"","",en,"",false,unyo-linkedin,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 149.0
QRhZcAT9Kio,QRhZb-qqwoE,false,Anonymous,Guest,09:35:42 AM,04/07/2026,false,09:35:42 AM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,About 30–60 minutes a week,Dance or movement ||| Physical education (PE) or school sport ||| Informal play with friends,Learning new skills,5,1,5,5,5,5,5,5,Very little,Very important,[],[],"[""Social Connections ||| Focus ||| Problem-solving ||| Handling stress ||| Leadership ||| Confidence ||| Teamwork ||| Speaking up""]",Very confident,Very difficult,Cost,[],[],"[""help create safe environments ||| make me feel comfortable asking them for help ||| help me feel more confident ||| make me feel included ||| positively influence my experience""]","Yes, a lot",Supportive coaches ||| Free or low-cost activities ||| Better places to play,Rarely,1993-08-01,Nigeria,Male,12,22,18,54,13,8,20,16,10,20,19,7,31,9,0,0,0,"",Desktop,Firefox 149.0
QRh0Ybq3Q8Y,QRh0Ya3p3Cc,false,Anonymous,Guest,10:02:48 AM,04/07/2026,false,10:02:48 AM,04/07/2026,"",true,false,"","",en,"",false,"",14,About 1–2 hours a week,Online/virtual fitness ||| Dance or movement,Learning new skills,3,3,3,5,3,2,4,4,"Yes, a lot",Very important,[],[],"[""Problem-solving ||| Social Connections ||| Speaking up ||| Handling stress ||| Leadership ||| Focus ||| Confidence ||| Teamwork""]",Somewhat confident,Quite easy,"","[""make me feel included ||| help create safe environments""]",[],"[""help me feel more confident ||| positively influence my experience ||| make me feel comfortable asking them for help""]",Not sure,More choice in activities ||| Free or low-cost activities ||| Supportive coaches,Often,2010-02-01,India,Female,12,10,12,28,10,9,18,13,8,0,17,6,18,6,0,0,0,"",Mobile,Chrome 149.0
QRiQ4zsSKc4,QRiQ4ygrDZc,false,Anonymous,Guest,10:30:45 AM,04/07/2026,false,"","","",true,false,"","",en,"",false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 143.0
QRiT-SXxxLs,QRiT-R3GPXw,false,Anonymous,Guest,10:38:47 AM,04/07/2026,false,10:38:48 AM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,2+ hours a week,Community sport club ||| Physical education (PE) or school sport,Feeling healthy or strong,3,5,5,4,5,3,3,5,"Yes, a lot",Very important,"[""Social Connections""]",[],"[""Handling stress ||| Focus ||| Problem-solving ||| Confidence ||| Teamwork ||| Leadership ||| Speaking up""]",Confident,Very easy,"",[],[],"[""help create safe environments ||| help me feel more confident ||| make me feel comfortable asking them for help ||| positively influence my experience ||| make me feel included""]",A little,Better places to play ||| Fun social activities ||| More choice in activities,Sometimes,2010-06-01,Kuwait,Female,8,16,20,57,17,6,22,14,4,0,17,8,30,9,0,0,0,"",Desktop,Chrome 149.0
QRTu5QAS6Fw,QRTu5PjGu_Q,false,Anonymous,Guest,11:02:54 AM,04/07/2026,false,11:02:54 AM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 149.0
QRkiQrSOXCM,QRkiQqjwVt8,false,Anonymous,Guest,01:10:35 PM,04/07/2026,false,01:10:35 PM,04/07/2026,"",true,true,15.79,3/19,en,"[1, 2, 3]",false,"",2,I’m not active at the moment,Informal play with friends,"","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 149.0
QRknKahsta4,QRknKaCvIhQ,false,Anonymous,Guest,01:23:12 PM,04/07/2026,false,01:23:12 PM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",15,2+ hours a week,Community sport club ||| Physical education (PE) or school sport,Feeling confident,2,1,2,2,2,2,2,2,"Yes, a lot",Very important,[],[],"[""Social Connections ||| Focus ||| Confidence ||| Problem-solving ||| Handling stress ||| Teamwork ||| Speaking up ||| Leadership""]",Very confident,Very difficult,Cost,[],[],"[""positively influence my experience ||| make me feel comfortable asking them for help ||| help me feel more confident ||| help create safe environments ||| make me feel included""]","Yes, a lot",Free or low-cost activities ||| More choice in activities ||| Better places to play,Never,2009-03-01,Morocco,Female,12,33,70,86,8,25,22,32,10,14,13,7,29,8,0,0,0,"",Desktop,Edge 149.0
QRk-OT-CgDg,QRk-OTHg9rU,false,Anonymous,Guest,01:44:40 PM,04/07/2026,false,01:44:40 PM,04/07/2026,"",true,false,"","",en,"",false,"",14,2+ hours a week,Informal play with friends ||| Dance or movement,Competing,5,5,5,5,5,5,5,5,Sometimes,Very important,[],[],"[""Handling stress ||| Leadership ||| Problem-solving ||| Confidence ||| Focus ||| Social Connections ||| Speaking up ||| Teamwork""]",Very confident,Very easy,"",[],[],"[""make me feel comfortable asking them for help ||| positively influence my experience ||| make me feel included ||| help me feel more confident ||| help create safe environments""]",A little,More choice in activities ||| Better places to play ||| Free or low-cost activities,Often,2009-01-01,Jordan,Non-binary,12,12,21,34,6,5,20,10,9,0,14,6,19,5,0,0,0,"",Desktop,Safari 605.1
QRmBsvRP_HQ,QRmBsuPy3lE,false,Anonymous,Guest,02:53:34 PM,04/07/2026,false,02:53:34 PM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,unyo-instagram,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Safari 604.1
QRmqhLP3uqM,QRmqhKkG5po,false,Anonymous,Guest,03:39:07 PM,04/07/2026,false,03:39:07 PM,04/07/2026,"",true,true,10.53,2/19,en,"[1, 2]",false,"",1,About 1–2 hours a week,"","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Chrome 131.0
QRnYj2rNqD4,QRnYj2CZ0n0,false,Anonymous,Guest,04:30:41 PM,04/07/2026,false,"","","",true,false,"","",en,"",false,unyo-linkedin,3,2+ hours a week,Informal play with friends ||| Gym or exercise ||| Dance or movement,Feeling healthy or strong,"","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",29,42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 149.0
QRnt4uJM16Y,QRnt4tf1FkM,false,Anonymous,Guest,04:51:39 PM,04/07/2026,false,04:51:39 PM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,"",0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Mobile,Chrome 138.0
QRoG3Z5MdlU,QRoG3ZNbWPQ,false,Anonymous,Guest,05:24:29 PM,04/07/2026,false,05:24:29 PM,04/07/2026,"",true,true,5.26,1/19,en,[1],false,unyo-instagram,0,"","","","","","","","","","","","","",[],[],[],"","","",[],[],[],"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",Desktop,Edge 149.0
QRpM4qxvYU8,QRpM4qIorJM,false,Anonymous,Guest,06:54:44 PM,04/07/2026,false,06:54:44 PM,04/07/2026,"",true,true,100.00,19/19,en,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",false,"",14,About 30–60 minutes a week,Dance or movement ||| Gym or exercise,Feeling healthy or strong,4,5,4,5,5,4,4,5,"Yes, a lot",Very important,[],[],"[""Confidence ||| Speaking up ||| Problem-solving ||| Teamwork ||| Social Connections ||| Handling stress ||| Leadership ||| Focus""]",Very confident,Very easy,"",[],[],"[""help me feel more confident ||| help create safe environments ||| make me feel included ||| positively influence my experience ||| make me feel comfortable asking them for help""]","Yes, a lot",Free or low-cost activities ||| Fun social activities ||| Supportive coaches,Often,2026-02-01,United States,Female,12,23,31,894,9,6,38,9,5,0,21,8,27,9,0,0,0,"",Desktop,Chrome 149.0
